quiz_id,id,type,stem,options,answer,explanation
民法真金题1-100,38,single_choice,（2014年司考真题）甲公司向乙公司催讨一笔已过诉讼时效期限的10万元货款。乙公司书面答复称：“该笔债务已过时效期限，本公司本无义务偿还，但鉴于双方的长期合作关系，可偿还3万元。”甲公司遂向法院起诉，要求偿还10万元。乙公司接到应诉通知后书面回函甲公司称：“既然你公司起诉，则不再偿还任何货款。”下列哪一选项是正确的?,A. 乙公司的书面答复意味着乙公司需偿还甲公司3万元|B. 乙公司的书面答复构成要约|C. 乙公司的书面回函对甲公司有效|D. 乙公司的书面答复表明其丧失了10万元的时效利益,A,"【考点】时效利益的抛弃
①《民法典》第192条第2款规定，诉讼时效期间届满后，义务人同意履行
的，不得以诉讼时效期间届满为由抗辩；义务人已经自愿履行的，不得请求返还。
本题中，虽然时效期间经过，但是债务人乙公司表示愿意偿还3万元，其自愿放
弃3万元的时效利益，因此其须偿还3万元。故A选项正确，当选。
②时效利益的抛弃属于单方法律行为，经债务人乙公司的单方表示即发生法
律效力，无需经过要约与承诺的过程。故B选项错误，不当选。
③时效利益一经抛弃，不得反悔。本题中，乙公司在表示放弃时效利益后，
不得再反悔。故C选项错误，不当选。
④乙仅放弃3万元的时效利益，而没有放弃其余7万元的时效利益。因此，
乙公司仅丧失3万元的时效利益。故D选项错误，不当选。
综上，本题的正确选项为A选项。
第二编 物权编
第一章 物与物权
第一节 物"
民法真金题1-100,39,single_choice,（2009年司考真题）甲将300册藏书送给乙，并约定乙不得转让给第三人，否则甲有权收回藏书。其后甲向乙交付了300册藏书。下列哪一说法是正确的?,A. 甲与乙的赠与合同无效，乙不能取得藏书的所有权|B. 甲与乙的赠与合同无效，乙取得了藏书的所有权|C. 甲与乙的赠与合同为附条件的合同，乙不能取得藏书的所有权|D. 甲与乙的赠与合同有效，乙取得了藏书的所有权,D,"【考点】物权法定原则；附条件的法律行为
①《民法典》第116条规定：“物权的种类和内容，由法律规定。”此所谓
“物权法定原则”,具体又包括：(1)物权类型法定；(2)物权内容法定。
②甲与乙签订赠与合同，将300册藏书赠予乙，但约定“乙不得转让给第三
人”这一约定剥夺了乙对图书的处分权，而一旦赠与成功，乙即成为该图书的所
有权人，作为所有权人乙享有“占有、使用、收益、处分”的权能。换言之，甲
与乙的约定将违反“物权法定原则”中的“物权内容法定”。
③违反物权法定原则的约定，不能发生物权效力，但是该约定不因违反物权
法定而无效，只要没有其他的效力瑕疵，其可以产生债权的效力。本题中，甲与
乙之间限制乙转让的约定虽违反物权法定不能发生物权效力(乙的所有权中依然
包含处分权能),但是作为一份合同，其不存在其他效力瑕疵，应该被认定为有
效。故A选项错误，不当选；B选项错误，不当选。
④附条件的法律行为是以未来可能发生的某一事实对法律行为的效力进行
约束。本题中，约定“约定乙转让给第三人”则“甲有权收回藏书”。这一约定
并未对该赠与合同的效力进行限定，并不因此导致该赠与合同生效或失效，而是
约定在某一条件满足时，赠与人甲享有“解除权”可以解除该赠与合同、收回藏
书。故C选项错误，不当选。
⑤在甲与乙之间基于赠与合同发生物权变动属于“基于法律行为的物权变
动”,须满足三个要件：(1)法律行为有效，甲与乙的赠与合同有效；(2)处
分人甲有处分权；(3)甲向乙完成动产图书的交付。因此，乙已经取得藏书的
所有权。故D选项正确，当选。
综上，本题的正确选项为D选项。
第二章 物权的保护"
民法真金题1-100,40,single_choice,（2013年司考真题）张某遗失的名表被李某拾得。1年后，李某将该表卖给了王某。再过1年，王某将该表卖给了郑某。郑某将该表交给不知情的朱某维修，因郑某不付维修费与朱某发生争执，张某方知原委。下列哪一表述是正确的?,A. 张某可请求李某返还手表|B. 张某可请求王某返还手表|C. 张某可请求郑某返还手表|D. 张某可请求朱某返还手表,C,"【考点】返还原物请求权；留置权；善意取得
①《民法典》第235条规定：“无权占有不动产或者动产的，权利人可以请
求返还原物。”据此，返还原物请求权的成立，须满足两个要件：(1)请求权
人为物权人；(2)被请求人为现实的无权占有人。
②张某遗失的名表被李某拾得，张某为手表的所有权人(物权人),李某本
为手表的无权占有人，张某对李某本享有返还原物请求权，但是李某已经将手表
卖给了王某，李某不再是该手表的占有人。因此，张某对李某不再享有返还原物
请求权，其无权要求李某返还手表。故A选项错误，不当选。
(原答案为D)"
民法真金题1-100,41,single_choice,（本书考点改编）林某对刁某怀孕的妻子承诺，孩子出生后赠送孩子两万元。关于该赠与，下列说法正确的是？,A. 胎儿不具有民事权利能力，赠与合同无效|B. 涉及接受赠与等胎儿利益保护的，胎儿视为具有民事权利能力，赠与合同可以成立|C. 赠与合同的受赠人是刁某|D. 胎儿出生后为死体的，赠与合同依然有效,B,"【考点】胎儿利益保护
《民法典》第16条规定，涉及遗产继承、接受赠与等胎儿利益保护的，胎儿视为具有民事权利能力。但是，胎儿娩出时为死体的，其民事权利能力自始不存在。赠与对胎儿来讲纯属好事，因此视为其具有主体资格，可以成为合同当事人，受赠人为孩子而非其父刁某。故A、C、D选项错误，B选项正确。"
民法真金题1-100,42,single_choice,（本书考点改编）管家甲保管着过世主人钱书的多份家书，甲与乙出版社约定将家书汇编出版，其中涉及钱书的隐私。钱书的子女闻讯后欲阻止出版。下列说法正确的是？,A. 死者不具有民事权利能力，其隐私不受法律保护|B. 子女只能请求甲承担财产损害赔偿责任|C. 死者的隐私受到侵害的，其配偶、子女、父母有权依法请求行为人承担民事责任|D. 子女无权在诉讼外请求出版社停止出版,C,"【考点】死者利益保护
《民法典》第994条规定，死者的姓名、肖像、名誉、荣誉、隐私、遗体等受到侵害的，其配偶、子女、父母有权依法请求行为人承担民事责任；死者没有配偶、子女且父母已经死亡的，其他近亲属有权依法请求行为人承担民事责任。本案中出版死者家书将侵害死者隐私，子女可以在诉讼外请求停止出版，也可诉请法院判决停止出版。故A、B、D选项错误，C选项正确。"
民法真金题1-100,43,single_choice,（本书考点改编）龙某（13周岁）与王某约定，由王某为龙某的手臂文身，龙某支付2000元费用。龙某父母得知后坚决反对。关于该文身服务合同的效力，下列说法正确的是？,A. 合同有效，因为龙某已实际支付了费用|B. 合同无效，自始没有法律约束力|C. 合同效力待定，因父母拒绝追认而不发生效力|D. 合同可撤销，龙某有权请求法院撤销,C,"【考点】自然人的行为能力；效力待定的法律行为
13周岁的龙某属于限制民事行为能力人，其与王某签订的文身服务合同超出了其年龄、智力范围，该合同应被认定为效力待定，取决于其法定代理人即父母是否追认。本案中龙某的父母拒绝追认，该服务合同不发生效力，父母有权要求返还服务费。故A、B、D选项错误，C选项正确。"
民法真金题1-100,44,single_choice,（本书考点改编）甲8周岁，多次在国际钢琴大赛中获奖并获得大量奖金。其父母乙、丙为甲的利益考虑，认为奖金存放银行增值有限，遂将奖金全部购买股票，恰遇股市暴跌，奖金损失过半。下列说法正确的是？,A. 乙、丙系为甲的利益处分财产，无须承担任何责任|B. 乙、丙的行为构成无因管理|C. 监护人除为维护被监护人利益外不得处分被监护人的财产，乙、丙随意处分甲的财产应承担责任|D. 甲对父母的损害赔偿请求权不受诉讼时效限制,C,"【考点】监护职责
《民法典》第35条第1款规定：监护人应当按照最有利于被监护人的原则履行监护职责。监护人除为维护被监护人利益外，不得处分被监护人的财产。据此，乙、丙不能随意处分被监护人甲的财产，应对投资股票给甲造成的损失承担责任。无因管理强调管理人没有管理义务，而父母对子女财产负有法定管理职责，不构成无因管理。故A、B、D选项错误，C选项正确。"
民法真金题1-100,45,single_choice,（本书考点改编）赵某（60周岁）与侄子孙某签订《遗赠扶养协议》后，其女儿向法院申请认定赵某为无民事行为能力人并获得法院确认。关于赵某此前签订的《遗赠扶养协议》的效力，下列说法正确的是？,A. 协议效力待定，需经监护人追认|B. 无民事行为能力人实施的民事法律行为无效|C. 协议可撤销，监护人有权请求法院撤销|D. 协议有效，因为签订时赵某尚未被认定为无民事行为能力人,B,"【考点】自然人的行为能力
《民法典》第144条规定：无民事行为能力人实施的民事法律行为无效。本案中，赵某被法院认定为无民事行为能力人，其不能独立实施任何法律行为，其签订的《遗赠扶养协议》应被认定为无效。故A、C、D选项错误，B选项正确。"
民法真金题1-100,46,single_choice,（本书考点改编）丧偶的汪某（70岁）有成年子女并独立生活，与同样丧偶的肖某（50岁）订立书面监护协议约定：若汪某完全或部分丧失行为能力，由肖某担任汪某的监护人。关于该协议，下列说法正确的是？,A. 因汪某有成年子女，该监护协议无效|B. 具有完全民事行为能力的成年人可以书面确定自己的监护人，汪某丧失或部分丧失行为能力时，肖某按约定成为监护人|C. 该监护协议自签订时即发生监护的法律效果|D. 意定监护只能通过公证方式设立,B,"【考点】意定监护
《民法典》第33条规定：具有完全民事行为能力的成年人，可以与其近亲属、其他愿意担任监护人的个人或者组织事先协商，以书面形式确定自己的监护人，在自己丧失或者部分丧失民事行为能力时，由该监护人履行监护职责。本题中汪某具有完全民事行为能力，其可以通过书面协议预先确定监护人，是否有成年子女不影响协议效力。故A、C、D选项错误，B选项正确。"
民法真金题1-100,47,single_choice,（本书考点改编）甲与乙诉讼离婚，法院判决独生子丙由甲直接抚养。后甲去世，乙对丙不尽抚养义务。关于乙的监护资格，下列说法正确的是？,A. 离婚后乙即丧失对丙的监护资格|B. 丙由甲直接抚养，乙不再是丙的监护人|C. 父母与子女间的关系不因父母离婚而消除，乙仍是丙的监护人；乙不履行抚养义务的，法院可以根据申请撤销其监护资格|D. 乙的监护资格被撤销后，即无须再支付抚养费,C,"【考点】法定监护；撤销监护资格
《民法典》第1084条第1款规定：父母与子女间的关系，不因父母离婚而消除。离婚后，子女无论由父或者母直接抚养，仍是父母双方的子女。据此，父母是未成年子女的当然监护人，离婚并不改变监护人身份。监护人不履行监护职责的，法院可根据有关个人或组织的申请撤销其监护资格；但被撤销监护资格后，仍应继续负担抚养费。故A、B、D选项错误，C选项正确。"
民法真金题1-100,48,single_choice,（本书考点改编）袁某因琐事争吵后离家出走，音信全无，2年后经妻子祖某申请，法院判决宣告袁某失踪。关于宣告失踪的法律效果，下列说法正确的是？,A. 宣告失踪后，袁某丧失民事行为能力|B. 宣告失踪后，祖某可继承袁某的遗产|C. 宣告失踪只是为失踪人的财产设立财产代管人，袁某并不因此丧失行为能力，祖某也无权继承其遗产|D. 宣告失踪后，袁某实施的民事法律行为一律无效,C,"【考点】宣告失踪
宣告失踪只是为失踪人的财产设立财产代管人，暂时性地帮助失踪人代管财产。宣告失踪并不影响失踪人的行为能力，失踪人依然可以实施法律行为，其实施的法律行为也不受宣告失踪的影响。宣告失踪也不产生导致失踪人死亡的法律效果，因此祖某无权继承袁某的遗产（继承以被继承人死亡为前提）。故A、B、D选项错误，C选项正确。"
民法真金题1-100,49,single_choice,（本书考点改编）甲、乙系夫妻，甲婚内出轨丙。甲、丙签订书面协议约定：此后甲、丙取得的财产归甲、丙共同共有；若一方丧失行为能力，另一方为监护人。关于该协议的效力，下列说法正确的是？,A. 协议全部无效|B. 协议全部有效|C. 财产共有部分的约定因违反公序良俗而无效，监护部分的约定符合意定监护规定的可以有效|D. 财产共有部分的约定有效，监护部分的约定无效,C,"【考点】意定监护；法律行为的效力；公序良俗
该协议由财产处理和人身处理两部分构成。财产部分：甲婚内出轨丙并约定财产共有，该约定系以维持婚外性关系为目的的财产处理，违反公序良俗，该部分无效。监护部分：甲与丙均为完全民事行为能力人，根据《民法典》第33条，其可以通过书面约定确定在自己丧失或者部分丧失行为能力后由何人担任监护人，该部分可以有效。故A、B、D选项错误，C选项正确。"
民法真金题1-100,50,single_choice,（本书考点改编）郭某订立遗嘱载明其死亡后全部遗产由父母继承，未为已怀孕的妻子杜某腹中的胎儿保留遗产份额。郭某去世后，下列说法正确的是？,A. 遗嘱系郭某真实意思表示，应全部按照遗嘱继承|B. 分割遗产时，应当为胎儿保留必要的继承份额|C. 胎儿与郭某无血缘关系（人工生殖）的，不享有任何继承利益|D. 胎儿出生后才能继承，故遗产可先全部分配给郭某的父母,B,"【考点】胎儿利益保护；遗产的处理
《民法典》第16条规定，涉及遗产继承、接受赠与等胎儿利益保护的，胎儿视为具有民事权利能力。同时，遗嘱应当为缺乏劳动能力又没有生活来源的继承人保留必要的遗产份额，分割遗产时应当为胎儿保留必要的份额。经郭某同意采用合法人工生殖技术受胎的子女，与郭某具有法律上的父子关系。故A、C、D选项错误，B选项正确。"
民法真金题1-100-多选,1,multi_choice,（2022年法考回忆版）郭某与杜某婚后多年未育，确诊郭某患有不育症后，经郭某同意，2021年3月，杜某到医院采用他人提供的精子，通过合法人工生殖技术受胎怀孕。2021年5月，郭某确诊罹患晚期癌症，考虑到胎儿与自己没有血缘关系，郭某要求杜某做人工流产，杜某拒绝。郭某于是订立遗嘱载明：“郭某死亡后，郭某的全部遗产均由郭某的父母继承。” 2021年10月，郭某因病去世，没有为胎儿保留遗产。2021年12月，杜某产下一子，取名杜小洋。因杜某无力独自抚养杜小洋，杜某请求有负担能力的郭某的父母承担一部分抚养义务，郭某的父母主张若不将杜小洋改为姓郭，则拒绝承担抚养责任，杜某不同意。对此，下列表述正确的是?,A. 郭某的父母应当对杜小洋履行部分抚养义务|B. 郭某的父母无权请求将杜小洋改为姓郭|C. 分割郭某的遗产时，应当为杜小洋保留必要的份额|D. 杜某有权代理杜小洋主张郭某的遗嘱部分无效,"['A', 'B', 'C', 'D']","【考点】父母子女关系；遗嘱继承；胎儿利益保护；亲属关系
①本案首先应该确定郭某与杜小洋的关系，虽然两者并不存在血缘关系。但
是，《婚姻家庭编解释》第四十条规定：婚姻关系存续期间，夫妻双方一致同意
进行人工授精，所生子女应视为婚生子女，父母子女间的权利义务关系适用民法
典的有关规定。本案中，郭某与杜某一致同意进行人工授精，因此杜小洋与郭某
之间形成父母子女关系。与之相同。杜小洋与郭某的父母之间也产生亲属关系。
②郭某去世时，虽然杜小洋尚未出生。但是，本案涉及胎儿利益的保护，应
当视为胎儿具有民事权利能力。因此，应当视为杜小洋已经出生，其具有继承人
资格。《民法典》第1141条规定：遗嘱应当为缺乏劳动能力又没有生活来源的
继承人保留必要的遗产份额。本案中，郭某的遗嘱中没有为杜小洋保留必要份额，
因此该遗嘱部分无效。杜小洋没有行为能力，其监护人杜某可以代理其主张遗嘱
部分无效，并要求分割遗产。故C选项当选，D选项当选。
③《民法典》第1074条第1款规定，有负担能力的祖父母、外祖父母，对
于父母已经死亡或者父母无力抚养的未成年孙子女、外孙子女，有抚养的义务。
本案中，郭某的父母作为杜小洋的祖父母，而杜小洋的母亲杜某没有抚养能力。
因此，郭某的父母应当对杜小洋履行部分抚养义务。故A选项当选。
④子女可以随父姓或母姓。本案中，杜小洋随母亲姓杜没有问题。且杜小洋
作为无民事行为能力人，其不能独立行使自己的姓名权，而由监护人杜某代为行
使，也没问题。因此，杜小洋的姓名合法，郭某的父母无权要求其改姓。故B
选项当选。
⑤题外话：本题中丈夫在同意“人工授精”后又反悔的，该反悔效力如何。
关于夫妻同意人工授精后一方反悔的，如一方在人工授精之前反悔，一般应当准
许，此时若另一方在人工授精前不顾对方反对坚持进行人工授精的，所生子女原
则上不能被认定为婚生子女。一方在实施人工授精后反悔的一般不予准许。在女
方受孕后一方反悔需经过对方的同意，否则所生下的子女应当被视为婚生子女。
本题属于后者。
综上，本题的正确选项为ABCD选项。"
民法真金题1-100-多选,2,multi_choice,"（2020年法考回忆版）管家甲保管着过世主任钱书的多份家书。甲与乙出版社约定将甲所保管的家书汇编出版《钱书家书珍藏回忆录》,钱书子女听闻后，立刻主张家书中涉及很多隐私，拒绝公开。对此，下列表述中正确的是?",A. 子女可在诉讼外请求出版社停止出版|B. 子女可诉请法院判决出版社停止出版|C. 子女有权要求甲承担财产损害赔偿责任|D. 子女有权要求甲承担精神损害赔偿责任,"['A', 'B']","【考点】死者利益保护；诉前禁令；精神损害赔偿
①《民法典》第994条规定，死者的姓名、肖像、名誉、荣誉、隐私、遗体
等受到侵害的，其配偶、子女、父母有权依法请求行为人承担民事责任；死者没
有配偶、子女且父母已经死亡的，其他近亲属有权依法请求行为人承担民事责任。
本案中，出版死者钱书的家书将导致钱书的隐私公开，将侵害死者钱书的隐私。
此时，钱书的子女可以以自己的名义起诉出版社，要求其停止侵权。故B选项当
选。
②《民法典》第997条规定，民事主体有证据证明行为人正在实施或者即将
实施侵害其人格权的违法行为，不及时制止将使其合法权益受到难以弥补的损害
的，有权依法向人民法院申请采取责令行为人停止有关行为的措施。本案中，一
旦出版实施，造成钱书隐私受害的后果是无法弥补的。因此，钱书的子女可以在
诉讼之外申请人格权保护令，要求出版社停止侵权行为。故A选项当选。
③如果侵害死者钱书的隐私，给其近亲属造成严重的精神痛苦，钱书的子女
自然可以主张精神损害赔偿。但是，问题在于本案中出版行为尚未实施，钱书的
隐私尚未被实际侵害，也就没有造成精神痛苦。因此，钱书的子女不能主张精神
损害赔偿。故C选项不当选，D选项不当选。
综上，本题的正确选项为AB选项。"
民法真金题1-100-多选,3,multi_choice,（2019年法考回忆版）林某回国游玩，刁某热情招待，为表示感谢，林某对刁某怀孕的妻子承诺，孩子出生后赠送孩子两万元，刁某妻子未置可否，刁某同意并表示感谢。刁某孩子小飞出生后，刁某告诉林某，林某并未兑现赠与诺言。关于该赠与承诺，下列哪些表述是正确的?,A. 赠与合同未成立|B. 赠与合同已生效|C. 受赠人为小飞|D. 受赠人为刁某,"['B', 'C']","【考点】胎儿利益保护；附条件的法律行为
①林某作为赠与人向孩子(胎儿)发出赠与的要约，此时赠与合同是否可以
成立取决于胎儿是否能够成为合同主体。分析思路两步走：(1)《民法典》第
16条规定，涉及遗产继承、接受赠与等胎儿利益保护的，胎儿视为具有民事权
利能力。但是，胎儿娩出时为死体的，其民事权利能力自始不存在。赠与对胎儿
来讲纯属好事，因此视为其具有主体资格，可以成为合同当事人。(2)胎儿没
有行为能力，不能自己接受赠与。此时，刁某作为胎儿的监护人(法定代理人)
可以代理胎儿接受赠与。因此，该赠与合同在林某与小飞之间成立，受赠人为小
飞。故A选项不当选，C选项当选，D选项不当选。
②林某在赠与合同中约定“孩子出生后赠送孩子两万元”,该赠与合同附生
效条件，以孩子出生作为盛邀条件。本题中，孩子小飞已经出生，生效条件成就。
因此，该赠与合同已经生效。故B选项当选。
③题外话：(1)在小飞出生前，该赠与合同已经成立但未生效。(2)小飞
出生后，该赠与合同成立且生效。(3)若小飞娩出时为死体，则该赠与合同缺
乏受赠人，合同不成立。
综上，本题的正确选项为BC选项。"
民法真金题1-100-多选,4,multi_choice,（2015年司考真题）郭某意外死亡，其妻甲怀孕两个月。郭某父亲乙与甲签订协议：“如把孩子顺利生下来，就送十根金条给孩子。”当日乙把八根金条交给了甲。孩子顺利出生后，甲不同意由乙抚养孩子，乙拒绝交付剩余的两根金条，并要求甲退回八根金条。下列哪些选项是正确的?,A. 孩子为胎儿，不具备权利能力，故协议无效|B. 孩子已出生，故乙不得拒绝赠与|C. 八根金条已交付，故乙不得要求退回|D. 两根金条未交付，故乙有权不交付,"['B', 'C']","【考点】胎儿利益保护；任意撤销权
①《民法典》第16条规定，涉及遗产继承、接受赠与等胎儿利益保护的，
胎儿视为具有民事权利能力。但是，胎儿娩出时为死体的，其民事权利能力自始
不存在。本案中，乙赠与胎儿金条，对胎儿而言有利无害，因此视为胎儿具有权
利能力，该赠与合同有效。故A选项不当选。
②乙与胎儿之间的赠与合同附生效条件，以胎儿出生作为条件。本题中，孩
子已经出生，该赠与合同生效。那么乙能否行使赠与合同中的撤销权撤销该赠与
合同呢?答案是不能。其一，该赠与合同作为爷爷赠与孙子，其具有道德属性，
不适用任意撤销权。其二，孩子并未实施法定的行为(忘恩负义),乙不享有法
定撤销权。因此，该赠与合同已经生效，且乙不享有撤销权，乙应当依约履行赠
与义务。故B选项当选，C选项当选，D选项不当选。
综上，本题的正确选项为BC选项。"
民法真金题1-100-多选,5,multi_choice,（2025年法考回忆版）龙某(13周岁)经常逃学到王某经营的美发店玩耍。某日，龙某与王某约定，由王某负责为龙某的手臂进行文身，龙某则向王某支付2000元的费用。文身完成后，龙某返校当日即被老师发现，老师通知了龙某的父母。龙某父母得知后坚决反对，要求王某退还服务费并赔偿清洗文身的费用。关于本案，下列说法正确的有?,A. 龙某与王某的文身服务合同无效|B. 龙某父母有权要求王某返还服务费|C. 龙某父母有权要求王某赔偿清洗费用|D. 王某的行为侵犯了龙某的身份权,"['A', 'B', 'C']","【考点】自然人的行为能力；效力待定的法律行为；人格权；身份权
①13周岁的龙某属于限制民事行为能力人，其与王某之间签订的文身服务
合同超出了限制民事行为能力人龙某年龄、智力范围，该合同应被认定为效力待
定，取决于龙某的法定代理人即其父母是否予以追认。本案中，龙某的父母拒绝
追认，该服务合同应被认定为自始无效。故A选项正确，当选。
②由于文身服务合同无效，王某获得2000元的服务费没有法律上的正当原
因，应被认定为不当得利。因此，龙某的父母有权请求其返还不当得利2000元。
故B选项正确，当选。
③就文身一事，作为限制民事行为能力人的龙某不具有承诺的能力，因此，
王某为龙某文身的行为侵犯了龙某的身体权、健康权等，构成过错侵权，需承担
侵权责任，即赔偿清洗文身所需费用。故C选项正确，当选。
④身份权是基于法律关系中特殊的地位所享有的权利。本案中，王某擅自为
龙某文身，并未侵犯龙某的某种身份利益，而是影响其身体健康，侵犯的是健康
权等人格权。故D选项错误，不当选。
⑤本题改编自人民法院入库案例“钱某诉某美容工作室、龙某生命权、身体
权、健康权纠纷案”,其裁判要旨为：“未成年人为无民事行为能力人或者限制
民事行为能力人，由于其智力发育尚不成熟、社会经验尚不充足，民法上对其独
立实施民事法律行为进行了一定的限制，即只能独立实施使其纯获利益的民事法
律行为。文身实质上是在人体皮肤上刻字或者图案，属于对身体的侵入式动作，
具有易感染、难复原、就业受限、易被标签化等特质。给未成年人文身，不仅影
响未成年人身体健康，还可能使未成年人在入学、参军、就业等过程中受阻，侵
害未成年人的健康权、发展权、受保护权以及社会参与权等多项权利。因此，经
营者在提供文身服务时，应当对顾客的年龄身份尽到审慎注意义务。本案审理法
院作出由经营者依法返还文身价款，并依法承担侵权损害赔偿责任的裁判结果，
对规范商家经营，保障未成年人合法权益、呵护未成年人健康成长具有重要意
义。”
综上，本题的正确选项为ABC选项。"
民法真金题1-100-多选,6,multi_choice,（2016年司考真题）甲8周岁，多次在国际钢琴大赛中获奖，并获得大量奖金。甲的父母乙、丙为了甲的利益，考虑到甲的奖金存放银行增值有限，遂将奖金全部购买了股票，但恰遇股市暴跌，甲的奖金损失过半。关于乙、丙的行为，下列哪些说法是正确的?,A. 乙、丙应对投资股票给甲造成的损失承担责任|B. 乙、丙不能随意处分甲的财产|C. 乙、丙的行为构成无因管理，无须承担责任|D. 如主张赔偿，甲对父母的诉讼时效期间在进行中的最后6个月内因自己系无行为能力人而中止，待成年后继续计算,"['A', 'B']","【考点】监护职责；无因管理；诉讼时效
①《民法典》第35条第一款规定：“监护人应当按照最有利于被监护人的
原则履行监护职责。监护人除为维护被监护人利益外，不得处分被监护人的财产。”
据此，乙、丙当然不能随意处分被监护人甲的财产。故B选项当选。
②无因管理的构成强调管理人没有管理事务的义务。而本案中，监护人乙、
丙负有保护被监护人甲财产利益的法定义务，其不属于无因管理，而是有因的管
理。故C选项不当选。
③乙、丙以被监护人甲的财产投资股市这一高风险的行业，该行为不能认定
为替甲的财产增值、保值的行为。因此，乙、丙的行为未尽到监护职责，给甲造
成了损失，需要承担赔偿责任。故A选项当选。
④《民法典》第190条规定：“无民事行为能力人或者限制民事行为能力人
对其法定代理人的请求权的诉讼时效期间，自该法定代理终止之日起计算。”据
此，甲作为限制民事行为能力人其对乙、丙的诉讼时效自法定代理关系终止时开
始计算，其特殊的是起算点，而不存在诉讼时效中止的问题。故D选项不当选。
综上，本题的正确选项为AB选项。"
民法真金题1-100-多选,7,multi_choice,"（2025年法考回忆版）2023年3月18日，赵某(60周岁，父母及配偶均已亡故)因瘫痪而生活不能自理，遂与其侄子孙某签订《遗赠扶养协议》,约定由孙某负责赵某的生养死葬，而赵某死后其遗产均归孙某。4月18日，赵某的女儿赵小芳向法院申请认定赵某为无民事行为能力人，得到了法院的确认。2025年2月10日，甲死亡。关于本案，下列说法正确的是?",A. 《遗赠扶养协议》无效|B. 赵小芳成为赵某的监护人|C. 赵小芳可向自己所在地法院提出申请|D. 赵某不服法院判决可以上诉,"['A', 'B']","【考点】自然人的行为能力；法定监护；特别程序
①《民法典》第144条规定：“无民事行为能力人实施的民事法律行为无效。”
本案中，赵某被宣告为无民事行为能力人，其不能独立实施任何法律行为。因此，
其签订的《遗赠扶养协议》应被认定为无效。故A选项正确，当选。
②《民法典》第28条规定：“无民事行为能力或者限制民事行为能力的成
年人，由下列有监护能力的人按顺序担任监护人：(一)配偶；(二)父母、子
女；(三)其他近亲属；(四)其他愿意担任监护人的个人或者组织，但是须经
被监护人住所地的居民委员会、村民委员会或者民政部门同意。”本案中，赵某
作为成年人，其被宣告为无民事行为能力人，须根据法律规定为其确立监护人。
由于其配偶、父母已经死亡，应当认定子女赵小芳为其法定监护人。故B选项正
确，当选。
③《民事诉讼法》第一百九十四条第1款规定：“申请认定公民无民事行为
能力或者限制民事行为能力，由利害关系人或者有关组织向该公民住所地基层人
民法院提出。”据此，赵小芳申请认定赵某为无民事行为能力人，应当向赵某住
所地基层法院提出。故C选项错误，不当选。
④宣告自然人无、限制民事行为能力的案件属于适用特别程序的案件，一审
终审，不允许上诉。故D选项错误，不当选。
综上，本题的正确选项为AB选项。"
